incident_fact_id,country_id,year_id,attack_type_id,target_industry_id,attack_source_id,vulnerability_id,defense_mechanism_id,financial_loss_category_id,affected_users_category_id,resolution_time_category_id,financial_loss_in_million,financial_loss_usd,number_of_affected_users,incident_resolution_time_in_hours,cei,gci,ncsi,ddl,internet_users,population_2021,percentage_internet_users
1484,11,4,6,1,2,2,2,2,4,1,20.28,20280000.0,363414,59,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1485,211,1,3,7,2,4,5,1,2,3,71.9,71900000.0,733671,20,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1486,71,5,6,7,3,3,4,4,4,2,27.91,27910000.0,399457,48,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1487,42,3,1,3,3,1,4,1,1,3,57.34,57340000.0,171772,8,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1488,212,1,4,3,2,2,1,3,1,2,82.4,82400000.0,197305,34,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1489,165,9,5,4,2,1,5,2,2,1,15.08,15080000.0,677971,51,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1490,92,7,3,1,1,1,5,1,3,1,55.12,55120000.0,942454,66,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1491,165,8,5,3,2,2,2,4,1,1,38.84,38840000.0,211205,54,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1492,100,10,2,7,2,4,2,4,4,1,42.79,42790000.0,483399,50,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1493,42,2,1,7,3,3,3,3,2,3,97.83,97830000.0,699791,2,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1494,76,5,4,2,3,2,2,2,2,2,10.04,10040000.0,679314,39,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1495,27,6,6,6,2,2,5,3,4,1,96.97,96970000.0,466897,58,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1496,27,10,6,4,1,4,2,4,1,1,41.05,41050000.0,175957,69,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1497,92,5,5,3,3,3,5,2,3,3,10.37,10370000.0,912202,15,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1498,165,5,1,2,3,1,2,4,3,1,33.73,33730000.0,985398,54,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1499,42,9,6,2,3,3,2,2,2,1,4.18,4179999.9999999995,715127,60,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1500,212,7,2,6,1,2,3,1,4,1,72.24,72240000.0,472835,57,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1501,11,2,1,4,4,3,2,3,4,2,98.25,98250000.0,412019,34,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1502,92,7,6,6,2,3,2,3,1,3,85.69,85690000.0,172469,16,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1503,211,1,4,1,4,2,1,4,3,3,39.12,39120000.0,893284,21,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1504,92,7,2,7,1,4,5,3,1,3,82.66,82660000.0,586,23,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1505,100,3,4,5,3,1,5,4,3,3,49.12,49120000.0,845169,1,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1506,76,4,5,3,4,2,4,3,1,3,89.36,89360000.0,184748,4,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1507,100,7,2,4,3,3,4,3,3,1,77.84,77840000.0,783976,62,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1508,71,1,4,5,4,3,5,4,4,3,49.84,49840000.0,282583,15,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1509,76,6,6,4,4,2,3,3,2,3,96.31,96310000.0,591828,16,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1510,92,4,6,3,3,4,5,2,1,3,18.44,18440000.0,27344,1,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1511,11,10,5,4,4,1,2,2,1,1,18.16,18160000.0,200307,59,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1512,42,4,3,5,2,4,1,1,2,3,68.28,68280000.0,528411,10,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1513,71,1,4,1,2,3,3,3,2,1,95.72,95720000.0,551812,69,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1514,27,5,6,2,4,2,4,3,3,2,96.6,96600000.0,975019,38,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1515,42,1,1,3,3,1,5,3,4,2,97.15,97150000.0,399851,38,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1516,92,10,5,3,1,1,4,3,3,3,79.3,79300000.0,998833,21,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1517,71,3,3,2,1,2,4,3,2,3,76.35,76350000.0,517640,4,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1518,165,9,1,1,1,1,1,4,2,1,33.51,33509999.999999996,615332,65,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1519,71,3,6,4,2,3,2,3,2,3,96.08,96080000.0,592364,21,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1520,42,6,4,2,2,4,1,4,3,2,33.69,33690000.0,943680,46,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1521,27,3,3,6,4,2,2,2,2,1,17.99,17990000.0,506551,53,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1522,100,8,5,3,2,3,1,3,1,1,86.84,86840000.0,122651,59,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1523,212,4,3,6,3,3,4,3,4,1,97.62,97620000.0,459039,68,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1524,76,7,5,5,2,3,2,4,1,2,25.85,25850000.0,176331,25,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1525,212,4,5,4,4,2,4,4,2,3,27.37,27370000.0,543437,20,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1526,76,8,6,7,2,4,1,4,3,2,29.02,29020000.0,859311,47,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1527,212,4,1,6,4,2,5,3,3,2,90.78,90780000.0,877041,48,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1528,71,8,5,4,3,1,2,4,2,2,42.33,42330000.0,657939,47,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1529,100,5,1,1,3,2,2,3,3,3,81.89,81890000.0,920270,20,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1530,212,1,5,4,4,2,5,4,3,1,43.81,43810000.0,905935,60,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1531,11,5,2,7,2,2,5,3,1,2,93.71,93710000.0,217863,31,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1532,211,6,3,3,2,1,1,1,3,2,54.29,54290000.0,930468,35,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1533,100,8,4,4,4,4,3,1,1,3,55.72,55720000.0,179545,15,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1534,92,9,5,6,2,3,2,2,2,2,5.57,5570000.0,582097,40,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1535,71,9,6,1,4,4,2,4,4,3,48.1,48100000.0,360752,21,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1536,92,6,4,6,2,2,2,4,3,3,25.79,25790000.0,907128,13,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1537,211,10,3,1,1,1,5,2,3,1,14.84,14840000.0,817793,64,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1538,42,10,2,4,3,4,2,3,3,2,85.76,85760000.0,922209,27,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1539,212,5,1,6,2,1,5,2,4,2,18.76,18760000.0,411707,42,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1540,92,6,4,4,2,3,4,4,3,2,38.19,38190000.0,847958,32,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1541,92,1,3,1,3,2,5,4,1,2,38.1,38100000.0,187807,37,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1542,42,10,6,7,4,3,2,2,2,1,10.18,10180000.0,637350,52,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1543,42,10,6,5,1,4,3,4,1,1,36.27,36270000.0,237068,65,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1544,11,8,5,3,3,2,3,3,3,1,92.07,92070000.0,819812,63,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1545,27,9,6,4,1,1,4,1,4,1,72.9,72900000.0,434510,72,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1546,212,5,1,7,3,2,5,1,2,3,57.52,57520000.0,513601,14,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1547,100,1,2,4,4,1,4,2,3,2,5.79,5790000.0,821803,40,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1548,165,6,3,5,4,4,2,2,1,2,14.68,14680000.0,12585,30,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1549,165,6,3,7,1,2,2,2,4,1,10.12,10120000.0,405253,52,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1550,100,3,1,5,4,2,4,3,2,3,86.89,86890000.0,703035,15,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1551,11,8,4,3,3,1,5,2,2,1,9.84,9840000.0,580402,70,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1552,71,3,3,2,1,1,4,4,2,1,49.94,49940000.0,640572,51,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1553,100,9,4,1,1,1,5,3,1,1,75.13,75130000.0,85528,55,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1554,211,10,2,4,4,4,4,4,1,1,33.21,33210000.0,79940,64,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1555,42,9,6,7,1,1,5,1,1,1,54.41,54410000.0,215401,50,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1556,71,4,2,5,3,4,1,1,4,2,59.56,59560000.0,450313,26,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1557,11,2,2,6,3,2,4,4,4,3,45.71,45710000.0,461668,10,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1558,71,7,3,1,2,1,3,2,1,2,4.94,4940000.0,71156,34,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1559,92,3,5,3,4,4,2,3,1,2,89.47,89470000.0,201732,39,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1560,165,4,3,3,3,3,3,4,4,2,45.91,45910000.0,322132,44,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1561,100,7,4,1,2,4,2,3,3,3,82.85,82850000.0,854309,16,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1562,212,2,4,6,2,4,5,3,3,3,89.85,89850000.0,998085,7,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1563,71,4,2,5,2,3,5,2,4,3,10.81,10810000.0,479628,13,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1564,165,8,2,4,2,3,3,4,2,2,34.32,34320000.0,554162,33,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1565,212,8,4,3,1,1,4,3,2,3,92.54,92540000.0,653402,5,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1566,211,2,3,3,1,2,3,1,1,3,62.9,62900000.0,119785,14,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1567,76,4,1,1,1,2,5,4,3,2,48.76,48760000.0,754656,35,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1568,212,2,2,6,4,2,5,4,3,2,41.11,41110000.0,848855,37,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1569,42,7,6,4,3,4,5,1,4,3,57.2,57200000.0,328454,10,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1570,165,4,1,2,1,3,4,2,2,3,13.13,13130000.0,510702,15,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1571,11,1,3,2,1,1,3,2,1,1,20.96,20960000.0,248083,70,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1572,27,9,1,3,4,4,5,4,2,3,42.75,42750000.0,746425,24,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1573,100,4,5,2,4,4,1,3,4,3,82.89,82890000.0,336607,17,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1574,27,7,5,3,2,1,4,2,2,1,21.21,21210000.0,570810,72,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1575,71,6,2,1,2,2,4,2,1,3,12.25,12250000.0,162930,13,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1576,100,1,6,2,3,1,5,1,1,2,61.87,61870000.0,244406,43,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1577,100,2,1,2,3,1,3,1,2,3,71.12,71120000.0,604557,20,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1578,76,10,3,2,1,1,1,4,4,2,26.58,26580000.0,313397,36,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1579,11,9,2,6,3,2,3,2,2,3,5.24,5240000.0,696902,21,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1580,211,10,4,1,1,2,5,4,1,1,30.39,30390000.0,156576,72,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1581,211,6,4,4,1,4,2,1,3,1,66.55,66550000.0,843310,71,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1582,42,2,1,7,2,1,1,3,4,3,83.02,83020000.0,281862,4,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1583,92,10,5,5,2,2,2,3,2,3,88.23,88230000.0,526308,23,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1584,165,4,1,5,2,1,5,2,3,2,5.18,5180000.0,826924,35,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1585,42,10,1,5,2,1,3,2,3,2,13.77,13770000.0,928751,26,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1586,42,7,5,2,1,3,1,2,4,1,21.9,21900000.0,304804,53,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1587,27,10,3,2,3,3,4,4,3,2,34.42,34420000.0,960625,48,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1588,71,5,5,3,4,3,1,1,4,2,57.9,57900000.0,264088,28,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1589,11,8,4,4,2,2,2,1,2,2,61.97,61970000.0,633750,45,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1590,42,7,5,4,4,1,4,1,4,3,56.11,56110000.0,255531,17,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1591,11,4,5,1,2,2,2,1,3,2,50.64,50640000.0,874035,38,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1592,212,3,1,4,2,4,5,1,2,1,64.99,64989999.99999999,632431,55,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1593,27,4,5,2,3,4,4,1,3,1,69.04,69040000.0,939146,56,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1594,92,8,3,6,1,1,2,2,2,2,13.82,13820000.0,633855,37,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1595,11,2,2,3,3,4,4,2,2,1,22.48,22480000.0,686176,62,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1596,42,8,2,6,4,4,2,2,2,3,11.31,11310000.0,561807,17,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1597,92,9,6,3,4,4,5,1,1,1,60.53,60530000.0,15768,66,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1598,76,5,2,4,1,3,2,3,1,2,98.45,98450000.0,32423,45,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1599,42,7,6,5,3,3,5,3,4,1,97.06,97060000.0,329378,61,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1600,92,6,4,4,1,3,3,1,2,3,64.7,64700000.0,541451,17,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1601,42,6,3,2,4,2,3,2,4,1,1.05,1050000.0,255393,71,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1602,100,3,4,3,1,4,1,3,1,3,89.97,89970000.0,141115,9,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1603,92,1,3,7,3,4,1,4,4,3,48.58,48580000.0,358210,11,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1604,100,9,3,2,2,4,5,2,1,3,16.42,16420000.000000002,60322,22,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1605,42,5,5,3,4,4,3,2,2,3,15.42,15420000.0,555153,11,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1606,92,4,6,4,2,1,4,4,1,3,47.15,47150000.0,98266,18,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1607,165,5,3,5,2,4,5,1,2,1,52.8,52800000.0,633511,58,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1608,211,1,3,1,4,1,4,1,3,2,64.88,64879999.99999999,976213,28,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1609,27,2,1,7,4,1,5,3,3,3,94.1,94100000.0,838739,21,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1610,42,9,5,5,3,3,3,2,4,3,23.18,23180000.0,367503,17,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1611,42,4,5,2,2,1,5,2,2,1,17.44,17440000.0,598614,59,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1612,71,8,4,6,1,2,5,2,2,2,22.72,22720000.0,629571,41,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1613,100,7,3,2,3,2,1,1,3,1,69.99,69990000.0,834355,71,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1614,212,6,3,5,3,2,2,3,2,3,87.88,87880000.0,731495,3,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1615,211,6,6,6,2,1,5,1,4,1,69.91,69910000.0,354637,63,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1616,212,6,5,1,3,3,2,4,1,2,27.45,27450000.0,60428,27,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1617,42,10,1,6,3,2,2,2,1,3,13.17,13170000.0,95351,11,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1618,27,6,4,6,2,3,5,1,3,3,50.99,50990000.0,826159,3,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1619,71,6,6,4,2,4,1,1,1,2,66.92,66920000.0,234301,32,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1620,211,6,4,4,3,1,4,4,2,1,39.47,39470000.0,551014,71,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1621,27,3,6,7,3,1,5,2,3,1,4.35,4350000.0,809757,61,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1622,211,3,2,4,4,1,2,2,2,2,24.06,24060000.0,612319,47,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1623,211,1,4,7,3,2,5,2,4,2,21.8,21800000.0,312051,41,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1624,212,4,4,1,2,4,5,3,4,2,89.74,89740000.0,279786,46,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1625,11,2,4,3,1,1,4,1,3,3,72.34,72340000.0,847817,13,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1626,11,2,3,2,3,4,4,4,4,3,37.48,37480000.0,382682,12,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1627,212,7,4,5,2,4,2,4,1,2,38.2,38200000.0,159917,47,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1628,71,9,3,3,4,4,4,3,3,1,85.85,85850000.0,841548,68,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1629,100,3,1,4,3,1,1,2,3,3,5.5,5500000.0,751586,24,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1630,76,10,3,1,3,4,4,1,2,3,53.51,53510000.0,680154,2,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1631,71,9,4,2,2,3,4,4,3,2,37.38,37380000.0,978508,42,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1632,76,6,3,5,4,4,2,3,4,3,84.55,84550000.0,392247,7,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1633,165,9,6,6,4,3,4,4,4,2,34.87,34870000.0,446911,25,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1634,11,9,5,5,2,3,4,2,3,3,17.26,17260000.0,777799,2,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1635,11,2,5,4,3,4,1,3,3,1,82.99,82990000.0,799581,50,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1636,76,1,3,6,1,4,2,3,3,1,85.34,85340000.0,819676,59,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1637,100,9,6,7,3,2,1,4,1,1,31.46,31460000.0,192430,49,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1638,211,2,1,7,1,2,4,1,1,1,74.5,74500000.0,735,69,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1639,212,9,5,4,2,1,3,2,2,3,12.79,12790000.0,654947,23,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1640,212,4,1,1,1,1,1,2,4,2,10.01,10010000.0,327826,35,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1641,71,2,3,4,4,3,2,2,1,3,23.99,23990000.0,106126,19,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1642,165,8,3,5,2,2,3,4,1,1,34.57,34570000.0,46493,62,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1643,100,7,3,2,3,1,4,2,2,2,15.78,15780000.0,733307,29,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1644,71,1,2,3,4,3,2,1,3,2,71.91,71910000.0,789673,31,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1645,42,3,5,2,2,3,4,1,1,3,64.93,64930000.00000001,159061,12,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1646,42,6,4,2,1,4,3,2,1,3,6.35,6350000.0,80748,8,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1647,211,6,3,5,4,1,1,3,2,1,85.85,85850000.0,697536,72,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1648,27,5,6,4,2,3,1,4,2,3,46.5,46500000.0,748146,13,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1649,165,6,3,7,4,3,5,1,3,3,64.39,64390000.0,803579,1,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1650,71,7,4,6,2,2,5,2,2,2,13.47,13470000.0,537683,41,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1651,71,6,1,6,3,1,4,4,2,3,40.72,40720000.0,743271,10,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1652,11,4,2,7,4,4,1,4,1,1,36.01,36010000.0,215231,49,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1653,211,8,4,1,3,1,1,1,1,3,57.89,57890000.0,135941,7,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1654,212,3,4,5,1,4,3,2,4,1,7.95,7950000.0,362478,67,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1655,165,8,1,2,3,2,5,2,2,1,13.89,13890000.0,537149,54,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1656,42,2,6,6,2,4,4,3,1,2,96.28,96280000.0,162061,32,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1657,42,2,5,1,1,3,2,3,4,3,94.63,94630000.0,455702,5,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1658,211,7,5,7,3,1,1,2,4,3,13.26,13260000.0,448367,7,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1659,71,5,2,6,3,2,4,2,2,2,21.92,21920000.0,603904,38,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1660,71,2,2,5,1,1,2,3,4,2,81.81,81810000.0,331741,29,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1661,100,9,5,2,1,1,1,1,3,2,58.79,58790000.0,983506,35,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1662,42,1,4,6,2,1,1,2,3,1,14.72,14720000.0,914743,69,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1663,76,8,2,1,2,1,5,1,4,3,59.7,59700000.0,258587,7,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1664,27,6,3,6,2,4,4,2,2,2,16.26,16260000.000000002,527964,28,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1665,27,1,4,1,4,4,4,4,2,1,29.61,29610000.0,593384,65,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1666,211,9,2,5,2,2,1,3,4,1,82.38,82380000.0,386972,56,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1667,42,3,1,4,2,2,2,3,2,1,96.49,96490000.0,644339,71,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1668,27,10,1,4,2,3,3,3,3,3,76.39,76390000.0,782425,13,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1669,165,10,6,1,3,3,5,3,1,3,79.98,79980000.0,84185,2,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1670,211,8,2,4,2,3,4,3,4,1,91.65,91650000.0,337120,59,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1671,211,6,4,1,1,1,3,2,1,1,3.84,3840000.0,241282,55,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1672,42,9,1,4,4,2,1,3,2,1,97.15,97150000.0,734819,50,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1673,11,10,1,4,1,3,3,3,1,3,77.04,77040000.0,8517,4,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1674,211,4,3,3,3,1,5,3,3,3,91.52,91520000.0,865257,19,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1675,76,9,6,2,2,3,1,4,2,3,37.4,37400000.0,662428,4,0.241,97.41,90.91,80.01,77794405,83408554,93.3
1676,42,6,2,4,2,2,5,2,2,3,11.89,11890000.0,646567,15,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1677,212,5,1,7,4,2,2,4,4,2,43.29,43290000.0,266748,30,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1678,212,8,5,6,1,1,4,3,3,3,92.88,92880000.0,771367,5,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1679,212,6,1,1,4,1,1,3,3,3,99.81,99810000.0,948174,4,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1680,27,3,1,4,4,1,4,1,4,3,62.74,62740000.0,460264,9,0.541,96.6,51.95,59.11,165300000,214326223,77.1
1681,212,3,1,3,4,2,2,3,3,3,96.89,96890000.0,794147,4,0.145,100.0,64.94,81.05,311300000,336997624,92.4
1682,71,1,6,5,4,3,4,4,1,1,43.86,43860000.0,72222,64,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1683,71,6,1,7,3,3,4,1,3,1,66.27,66269999.99999999,995231,53,0.228,97.6,84.42,77.29,59470000,64531444,92.2
1684,100,7,2,6,3,1,1,3,3,3,90.8,90800000.0,841766,16,0.138,97.82,63.64,78.69,117400000,124612530,94.2
1685,165,1,3,5,4,3,4,3,2,1,95.04,95040000.0,566542,58,0.528,98.06,71.43,65.12,129800000,145102755,89.5
1686,211,8,2,4,1,3,4,2,3,3,12.67,12670000.0,781284,11,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1687,211,7,4,5,3,3,5,3,4,2,89.59,89590000.0,361270,31,0.207,99.54,89.61,79.96,65001016,67281039,96.6
1688,92,8,2,7,1,4,5,3,4,1,97.03,97030000.0,404834,62,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
1689,42,9,1,3,4,2,2,1,4,2,53.46,53460000.0,374484,46,0.483,92.53,51.95,62.41,1102140000,1425893465,77.3
1690,11,6,6,5,4,3,5,2,2,3,21.02,21020000.0,681476,6,0.131,97.47,66.23,77.61,25309515,25921089,97.6
1691,92,5,6,6,1,2,4,2,2,1,15.39,15390000.0,514826,72,0.597,97.5,59.74,40.02,881250000,1407563842,62.6
